,name,app_desc
109,Grand Theft Auto: San Andreas,"***PLEASE NOTE: This game is officially supported on the following devices only: iPhone 4s, 5, 5s, 5c, 6, 6s, 6 Plus, SE, 7, 7 Plus, iPod Touch 6th Gen, iPad Mini 1, 2, 3 & 4, iPad 2, 3rd Gen, 4th Gen, iPad Air 1 & 2, and iPad Pro.***


Five years ago, Carl Johnson escaped from the pressures of life in Los Santos, San Andreas, a city tearing itself apart with gang trouble, drugs and corruption. Where filmstars and millionaires do their best to avoid the dealers and gangbangers.

Now, it’s the early 90’s. Carl’s got to go home. His mother has been murdered, his family has fallen apart and his childhood friends are all heading towards disaster.

On his return to the neighborhood, a couple of corrupt cops frame him for homicide. CJ is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.

Rockstar Games brings its biggest release to mobile yet with a vast open-world covering the state of San Andreas and its three major cities – Los Santos, San Fierro and Las Venturas – with enhanced visual fidelity and over 70 hours of gameplay.

Grand Theft Auto: San Andreas features:  
• Remastered, high-resolution graphics built specifically for mobile including lighting enhancements, an enriched color palette and improved character models. 
• Enhanced for the iPhone 5 series and iPad 4th Gen and above with dynamic detailed shadows and real-time environmental reflections.
• Physical controller support for all Made for iOS controllers.
• Cloud save support for playing across all your iOS devices for Rockstar Social Club Members.
• Dual analog stick controls for full camera and movement control.
• Three different control schemes and customizable controls with contextual options to display buttons only when you need them.

Languages Supported: English, French, Italian, German, Spanish, Russian and Japanese. 

*To listen to your custom playlist, simply create a playlist titled “GTASA”, launch the game, and select the radio station “MIXTAPE”.  

Mobile Version developed by War Drum Studios
www.wardrumstudios.com

Find out more:
www.rockstargames.com

See videos:
www.youtube.com/rockstargames

Follow us:
www.facebook.com/rockstargames
www.twitter.com/rockstargames"
110,LEGO® Friends,"Welcome to amazing Heartlake City where summer fun awaits! Meet your new LEGO® Friends and join them on exciting adventures that build friendships with the girls and allow you to express your individual style and personality as you explore the city. 

Shop for the latest outfits and accessories, select the perfect hairstyle, decorate your bedroom and even pick out a pet. Choose how to spend your summer vacation; whether you’d rather attend horse riding camp, perfect a dance routine, play soccer, practice karate, or care for an animal at the rescue center, you can do these things and more as you express your creativity, and build fun memories with your five new friends!

LEGO® Friends works with iPod Touch 5th generation; iPad 2, iPad 3, and iPad 4; iPad Air, iPad mini, and iPad mini with Retina Display; iPhone 4s, iPhone 5, iPhone 5c and iPhone 5s.

GAME FEATURES
- Express Yourself: Pick out your clothing, hairstyle and accessories, decorate your bedroom the way you want, choose your favorite animal as a pet and even pick out accessories for your pet!

- Meet New LEGO® Friends: Join your new friends on unique adventures. Help Andrea decide what to sing at her concert, or take photos for Emma’s newspaper article. Enjoy different activities with each girl as you learn about her unique personality, interests and personal style.

- Enjoy Total Freedom: Explore Heartlake City and decide how you want to spend your time. Hang out with your friends at the cafe, play soccer, attend dance rehearsal, or master skills at the karate dojo.

- Build Your Friendships: Help your Friends on special adventures like winning a trophy in a horse riding competition or delivering cupcakes, and your friendship levels with the girls will grow closer to “True Friend” status. On some adventures you’ll even unlock in-game money that you can use for shopping!

- Care for Your Pet: Train your pet to do tricks, groom her, feed her treats, and enter her in a pet show. Each pet has a special skill that they can use to help you on your adventures. You can even trade places with your fun-loving pet so you can play the game from her perspective. 

- Scrapbook Your Adventures: Use your in-game camera for photo-ops and create a beautiful scrapbook of fun memories, so you’ll never forget your summer adventures in Heartlake City."
111,War Robots,"War Robots is an action-packed multiplayer game with 6 vs. 6 team battles in real-time! Join the ranks of the Mighty Warriors! 

“Saddle up, pilot! It’s time for some mechanized, armor plated, missile firing, machine gun shooting, nuclear powered fun.”
- Technologytell 

“War Robots is a fun online multiplayer zone capture game with energetic robot battles.”
-Engadget 

“This one could break big, so educate yourself now.”
- AppSpy

“A mechanized MMO battler with some teeth.”
- 148apps.com 

“If you like Robots and real-time PvP battles, the game will be your best choice.”
- 2P.com

It's a time of war, pilot! Are you ready for surprise attacks, intricate tactical maneuvers and the many sneaky tricks your rivals have in store for you? Destroy enemy robots, capture all the beacons, and upgrade your weapons to increase combat strength, speed, and durability of your battle robot. Prove yourself in each map and use different strategies and tactics to emerge victorious from battle!

MAIN FEATURES:
– 24 battle robots with different strengths;
– more than 20 weapon types, including ballistic missiles, energy and plasma guns. What will you choose?
– many possible combinations of robots and weapons. Create a war machine to fit your own play style;
– create your own clan and lead it to glorious victories;
– join epic PvP battles against rivals from all over the world;
– complete military tasks for bonuses and earn the Best Pilot title.

Onward, soldier! Victory is yours!

You want to talk about the game or find allies? 
Then join us on Facebook: https://www.facebook.com/walking.war.robots 
or follow us on Twitter: @WWR_by_Pixonic 
and YouTube: https://www.youtube.com/user/WALKINGWARROBOTS 

Important note: This application requires a stable internet connection. In case of any problems, please contact us at wwr_support@pixonic.com so we can work on a fast resolution. Enjoy the game!"
112,Crazy Freekick,"There is a very strange defender in front of the goal. 
Ninja, sumo, animal, trap, and quizzes.
Let's goal using a technique and brain!


I plan to add a new stage. 
Please wait.


hap Inc.
http://app.hap.ne.jp
twitter @hap_inc"
113,Just Dance Now,"Dance everywhere at any time with Just Dance Now!

Enjoy the world of Just Dance without any video game consoles! You simply need your smartphone as a controller and an internet- connected screen (computer, iPad, Apple TV, Chromecast and Smart TVs). (1)

Dance to your favorite hits among more than 200 available songs, including 42 songs from the latest installment available only on video game consoles, Just Dance 2016! 

Animals by Martin Garrix
Gangnam Style by Psy
Uptown Funk by Mark Ronson ft Bruno Mars
I Gotta Feeling by Black Eyed Peas
Happy by Pharrell Williams
Blame by Calvin Harris ft John Newman
#That power by will.i.am ft Justin Bieber
Let it go by Disney’s Frozen
Fancy by Iggy Azalea Ft. Charli XCX
I'm An Albatraoz by AronChupa
Sexy and I know it by LMFAO
Bang Bang By Jessie J ft. Ariana Grande & Nicki Minaj

Enjoy the Just Dance experience:
• Instant: you can dance on your favorite songs in few taps! 
• Social: party with 10, 100 or 1000 players if you want! You can dance with the entire world!
• Customize: create your own playlists with your favorite songs and earn coins to unlock new ones!
• HealthKit: See your total calories burned in Just Dance Now directly on your Healthkit dashboard!

You have several options to enjoy Just Dance Now:



1) Buy a VIP PASS (2) to access the full experience:
- Enjoy unlimited access to the entire catalog of songs, host an unlimited number of dance sessions and invite all of your friends to join you for free, within the duration of your subscription.
- Several VIP pass options (2)
- Payment will be charged to your iTunes Account at confirmation of purchase
- Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period
- Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal
- Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase
- No cancellation of the current subscription is allowed during active subscription period
- Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription

2) Or unlock your favorite songs and dance to them as many times as you want! Visit the Just Dance Now Shop on your smartphone, to buy coins and use them to get full access to your beloved hits!
- Unlimited access to your purchased songs
- Invite all of your friends to join your dance for free

(1) Internet connection required 
(2) Prices are susceptible to change at any time but products will be charged based on the rates in effect at the time of confirmation of the order.
A premium pass lets you access all the songs without ads.

While the game will work great with any connection, we recommend connecting with Wi-Fi or 3G for the best experience."
114,Wishbone - Compare Anything,"Wishbone is your go-to for comparing anything your heart desires! Wishbone covers everything from fashion, celebrities, humor, music and pretty much anything you can think about.

Join your friends and popular celebrities by voting on the Daily and Nightly Dozen that's refreshed every day! Here's how it works: You get a series of 14 pop culture-based questions with two distinct choices twice a day, you pick a side, then see how your friends voted right after! It's a quick fun way to learn about what’s hot and what’s not.

But wait, there's more! You can also vote on cards in the Community Feed where we feature some of the best Wishbones created by YOU! The feed gets updated 7 times a day, so be sure to check back often.

P.S. Don’t forget to follow all your favorite people. Just check out the ""Friends” tab"
115,BET NOW - Watch Shows,"BET NOW 3.3.0
Watch your favorite BET shows anytime on your iPhone, iPad, or iPod Touch – now with a new and improved design!

Use the BET NOW app to watch exclusive content and livestream BET shows. Catch the latest episodes of your favorite TV series, like Being Mary Jane, Real Husbands of Hollywood, F in Fabulous, Music Moguls and watch BET News specials. Get Notifications for new episodes and other updates on the go. 

LIVE TV
BET NOW's livestream feature lets you watch BET live anytime, anywhere, right on your iPhone or iPad! Just tap LIVE TV in the menu to stream BET shows as they air.

FULL EPISODES
Sign in with your TV provider to watch recent episodes of your favorite classic and current BET shows. Access is included with your TV subscription to participating providers. If your provider isn’t listed, don’t panic -- we are working hard to get all TV providers to participate!

CURRENT SHOWS:
•	Being Mary Jane
•	The Quad
•	MADIBA
•	The New Edition Story
•	Ink, Paper Scissors
•	The Gary Owens Show
•	Through the Fire
•	Lift Every Voice
•	Joyful Noise
•	Nellyville
•	F in Fabulous
•	Music Moguls
•	BET Awards
•	BET Experience
•	All About The Business
•	Chasing Destiny
•	Inside The Label
•	Hip Hop Awards
•	Real Husbands of Hollywood

CLASSIC BET SHOWS:
•	American Gangster
•	106 & Park
•	The Game
•	Born to Dance: Laurieann Gibson
•	Comic View
•	Second Generation Wayan
•	Tiny and Toya
•	Keyshia & Daniel: Family First
•	Sunday Best 
•	Bobby Jones Gospel
•	Celebration of Gospel 
•	It's a Mann's World
•	Frankie & Neffe
•	Let's Stay Together
•	College Hill
And more to come!

SPECIAL FEATURES:
•	Favorites: Organize and view your favorite shows in your ‘Favorites’ tab - the BET iOS app will alert you when there are new episodes of your favorites!
•	Continue Screen: Pick up your shows right where you left off!
•	Closed Captioning: Don’t miss a single line, even with the sound off!
•	Chromecast Support: Cast your favorite shows to your TV.
•	Also available in the App Store on Apple TV.

The Terms of Use for this app includes arbitration for disputes – see http://legal.viacom.com/FAQs/"
116,Zombie Catchers,"Let's go zombie hunting! Catch zombies for fun and profit!

*** TOP 10 game in over 90 countries! ***
*** TOP 5 action game in over 100 countries! ***

Zombie Catchers is an action adventure game in a world riddled by a zombie invasion! Planet Earth is infested with the undead, but we’re in luck: A.J. and Bud, two intergalactic businessmen, have decided to set up shop on our homeworld! Together, they plan to catch all the zombies and make Earth safe once more - while also making a handsome profit...

Use an arsenal of gadgets and traps to hunt and capture ripe zombies, take them to your secret underground lab, and... profit!

FEATURES
- Catch zombies!
- Discover new territories! 
- Unlock exciting new gadgets!
- Build a juicy and delicious business empire!
- Expand and micro-manage your own underground lab!

Notice: Zombie Catchers is completely free to play, but the game also allows you to purchase some items for real money. If you do not wish to use this feature, change your device's settings and disable in-app purchases.

Zombie Catchers is allowed for download and play only for persons 12 years of age or over. Please refer to our Terms of Service and Privacy Policy for more information.

Download now, and get ready to kick some rotten zombie butt!"
117,Score! Hero,"Score! Hero, from the award winning makers of Score! World Goals, Dream League Soccer & First Touch Soccer.

BE THE HERO! Pass, Shoot & Score your way to legendary status, as you explore the dramatic career of your HERO player over 500 challenging levels! 

Immersive free flowing 3D Score! Gameplay lets you control the action. Split defences with precise through balls, or bend shots into the top corner, putting you in control for an unrivalled mobile soccer experience.

Download and play today for FREE!

*****************************************************
IMPORTANT

* This game is free to play, but additional content and in-game items may be purchased for real money. To disable In App Purchases, go to Settings/General/Restriction.

* Hero Bux can be earned during gameplay or gained by watching videos, but can also be bought in packs ranging from $0.99 - $28.99

* This app uses wifi or mobile data (if available) to download game content and advertising. You can disable mobile data usage on this game from within Settings/Mobile Data.

* This app contains third party advertising. Unrequested advertising is disabled if you purchase in game currency from the shop.

*****************************************************
FEATURES

* 500 levels and counting…
* Win awards, win trophies, score goals, change clubs, represent your country and go for glory!
* New Score! Engine that allows more freedom and strategic play than ever before!
* Simple to play, tough to master
* Stunning 3D graphics, cut scenes and animations 
* Customise your Hero player for a unique look and feel
* Intelligent AI adapts to your passes, and shots making each play through different
* Connect with Facebook to compete against your closest friends!
* Game Center achievements & leaderboards to see who ranks on top!
* Sync progress between devices with iCloud!
* ReplayKit support to save and share your moments of glory!
* Engaging Story charting your rise from an aspiring teen to a player making it big!

Take your chances, score the goals, be a HERO!

*****************************************************
VISIT US: firsttouchgames.com
LIKE US:  facebook.com/scoreherogame
FOLLOW US:  twitter.com/firsttouchgames
WATCH US:  youtube.com/firsttouchgames"
118,Candy Crush Soda Saga,"Start playing Candy Crush Soda Saga today - already enjoyed by millions of players around the world!

Candy Crush Soda Saga is the divine puzzle game from King, the makers of Candy Crush Saga, Farm Heroes Saga, and more! Switch and match candies to create 3 in a row, or match 4 (or more) to make delicious special candies! Complete the goals before you run out of moves to progress through deliciously fun levels. It's that simple!

Switch and match scrumptious candies to make mouth-watering combinations and play challenging game modes brimming with purple soda and Candy Bears! Take on this Sodalicious Saga alone or play with friends to see who can get the highest score!

Candy Crush Soda Saga is completely free to play but some optional in-game items will require payment with real money. You can turn off the payment feature by disabling in-app purchases in your device’s settings.

Candy Crush Soda Saga features: 
* Over 1000 Sodalicious levels
* Frequent live events; reign supreme on Bubblegum Hill for a limited time only! Are you up for the challenge?
* Game Modes include:
Soda – switch bottles to make them pop and release purple soda
Frosting – match Candies to smash the ice and set the Candy Bears free
Bubble - the Candy Bears are trapped in bubbles! Save them by floating them to the top and cross the Candy necklace finish line!
Chocolate & White Chocolate - switch next to the chocolate to stop it taking over the board
Honey – match Candies next to the honey to release the trapped Candy Bears
Bubblegum - match over the bubble gum to stop it from spreading!
* Scrumptious Candies and sublime combinations:
Match 4 Candies in a square to make a Swedish Fish
Match 7 Candies to create the remarkable Coloring Candy
Match 4 new purple Candies in a row to give an instant and powerful effect
* Explore juicy environments and meet the kookiest characters
* Mouth-watering graphics, Candy Crush Soda Saga never looked so tasty
* Easy and fun to play, yet challenging to fully master
* For players that Facebook Connect, you and your friends can compete to reach the top of the leaderboard and compare your best scores.
* Easily sync the game between mobile and tablet devices and unlock the full game features when connected to the internet

This mouth-watering puzzle adventure will instantly quench your thirst for fun. Join Kimmy on her juicy journey to find Tiffi, by switching and matching your way through new dimensions of magical gameplay.  

Visit https://care.king.com/ if you need help!

Follow us to get news and updates:
facebook.com/CandyCrushSodaSaga
Twitter @CandyCrushSodaSaga
https://www.youtube.com/user/CandyCrushOfficial
www.candycrushsodasaga.com

Have fun playing Candy Crush Soda Saga!"
119,Red Ball 4,"Red Alert! 
Evil minions want to squeeze the planet into a square shape.

Who's got the balls to save the world ? Oh yeah, that's right!
Red Ball to the rescue!

Roll, jump and bounce through 75 exciting levels full of adventure.
Make your way through tricky traps and defeat all monsters.

Features:
- All-New Red Ball Adventure
- 75 Levels
- Epic Boss Battles
- Cloud Support
- Exciting Physics Elements
- Groovy Soundtrack
- HID Controller Support"
120,Summoners War,"""An action-packed fantasy RPG with over 70 million Summoners around the world!"
121,Peggle Blast,"APP STORE EDITORS’ CHOICE

Take your best shot with a blend of luck, skill, and joyous thrills in Peggle™ Blast! Clear the orange pegs as you rack up bonus points, and hit style shots that’ll make you smile for weeks. Learn from Peggle Masters and harness their powers to score big in peg-popping challenges. From the makers of Bejeweled™ and Plants vs. Zombies™ comes the newest PopCap game, bursting with character, charm, and fun. Join the millions who adore the magic of Peggle. Aim for greatness!
 
You may restrict in-app purchasing using your device settings.

SIMPLE CONTROLS
Bring the joy anywhere, anytime with easy-to-use controls and unpredictable gameplay. It’s an exuberant ball-and-peg blasting puzzler everyone can enjoy, but only the magical will master. 

SMILE-INDUCING TENSION 
Bounce your way to fun with every high stakes shot and mighty near miss. Pop orange pegs to reach the explosive joy of Extreme Fever. Compete against friends while you progress – and send them sparkling gifts! The action never gets stale thanks to peg-gooping gnomes, gem drops, time bombs, brilliant boosts, and triumphant rainbows.

A FANTASTIC ADVENTURE
Immerse yourself in an evolving, wondrous map full of glittering worlds, including Pearl the octopus’s sunken pirate ship and Madame Batrina’s cave opera hall. Win big and experience over-the-top reward moments, enhanced by a majestically dynamic soundtrack that sings with each shot. 

LEARN FROM MAGICAL MASTERS 
Meet mystical Peggle Masters and learn to use their extraordinary powers, like Bjorn the unicorn’s Super Guide, or Jimmy Lightning’s nuttarific multiball, to rack up legendary scores. Then test your skills with head-to-head matches against the Evil Master Fnord (Bjorn’s mischievous brother). Aim! Shoot! Score!  


Requires acceptance of EA’s Privacy & Cookie Policy and User Agreement. Contains advertisements for EA and its partners. Collects data though third party ad serving and analytics technology (See Privacy & Cookie Policy for details). Contains direct links to the Internet and social networking sites intended for an audience over 13.

User Agreement: terms.ea.com
Visit http://help.ea.com/en/# for assistance or inquiries.
EA may retire online features after 30 days' notice posted on www.ea.com/1/service-updates."
122,SONIC Drive-In,"The SONIC Drive-In app lets you pay with your phone, get rewards, find out about new items and offers, browse the menu, check nutritional information, send gift cards and more!

• Earn rewards for reloading your MySONIC card in the app (and get other rewards every month just because we like you)!
• Use your phone to pay. Our new mobile payment process lets you check in to pay at any time during your order and keep track of your order’s progress in the app. Plus, you’ll get rewards like free tots for reloading your card.
• Send and receive digital gift cards in the app. Pay your friends back for your last SONIC run. Say Thank You to your mom. Wish your friends a Happy Birthday, Happy Hanukkah, or just Happy Hour!
• Find the closest SONIC Drive-In locations in your area and see their hours.
• Browse the menu. Check out what’s new and view nutritional info for each item."
123,Angry Birds 2,"The Angry Birds are back in the sequel to the biggest mobile game of all time! Angry Birds 2 starts a new era of addictive slingshot gameplay with stunning graphics, challenging multi-stage levels, scheming boss pigs and even more destruction.
 
**Angry Birds 2 is optimized for iPhone 5, iPad 3, iPad mini 2 and iPod Touch 5G or newer. You can try it on older devices, but we can't guarantee a smooth bird flinging experience!
 
CHOOSE YOUR BIRD!
It’s the ultimate slingshot action strategy – YOU choose which bird to fling next! “But that makes it easier, right?” WRONG! You’ll need to choose wisely if you’re going to stop those eggs from getting scrambled. Plus, crush those pigs and blocks to fill up the Destruct-O-Meter and earn extra birds!

NEW MULTI-STAGE LEVELS!
You’ve never seen Piggy Island like this – jaw-droppingly stunning levels brimming with exotic plants, quirky details, fun animations and plenty of peril. Those naughty porkies are now experts at building physics defying towers: levels now have multiple stages for an added challenge. Uh oh.

SPECTACULAR SPELLS!
Blizzards, Hot Chilis, Golden Ducks and other outrageous spells give you an added advantage against those swindling swine. And when you need some serious help, guess who’s at hand to make a pork-smashing cameo? That’s right, it’s the sardine loving Mighty Eagle. Oh yeah!

CHALLENGE OTHER PLAYERS!
Challenge players from across the world in the Arena to see who’s the best bird flinger of them all! Connect to Facebook and play new tournaments every day to earn feathers and level-up your flock. In the Arena you play until you run out of birds and spells, so get out there and solve the puzzles – you’re only up against the rest of the planet.
 
DEFEAT BOSS PIGGIES!
There’s some serious bad guys on Piggy Island, and your slingshot skills are needed to take them down. Foreman Pig, Chef Pig and the infamous King Pig will stop at nothing to keep your eggs. Are you gonna let ‘em get away with that? It’s time to hit that pork and teach ‘em a lesson.
 


 
** Unity Awards 2015 Finalist! **

-----------------------------
Follow:
https://www.facebook.com/angrybirds
https://twitter.com/AngryBirds
-----------------------------
 
Angry Birds 2 is completely free to play, but there are optional in-app purchases available. Either way, get ready to rain destruction on those swindling swine!
 
This game may include:
- Direct links to social networking websites that are intended for an audience over the age of 13.
- Direct links to the internet that can take players away from the game with the potential to browse to any web page
- Advertising of Rovio products and also products from third parties
 
This game may require internet connectivity and subsequent data transfer charges may apply. When the game is played for the first time, there is a one-off download of additional content.
 
Terms of Use: http://www.rovio.com/eula
Privacy Policy: http://www.rovio.com/privacy"
124,Assassin's Creed Identity,"*Only works with iPad 3 and over, iPad Mini 2 and over, iPhone 5 and over, iPod 6. Requires an online connection to play.

Play now the first ACTION RPG game of the acclaimed ASSASSIN’S CREED Franchise. 
Explore the ITALIAN RENAISSANCE through the eyes of your OWN ASSASSIN, complete dozens of missions and unravel the epic mystery of The Crows.

WHAT THEY SAID ABOUT US:
• “the graphics look spectacular” cnet.com
• “a proper bonafide Assassin’s Creed game” pocketgamer
• “gorgeous graphics” phonearena.com


CREATE, EVOLVE AND CUSTOMIZE YOUR ASSASSIN!
- Pick a CLASS: Choose between Berserker, Shadow Blade, Trickster and Thief
- CUSTOMIZE your Assassins: Use loot, choose your outfits and weapons like epic swords and the iconic hidden blade.
- Make your Assassin EVOLVE from NOVICE to MASTER! 


TONS OF MISSIONS AND POSSIBILITIES!
- Experience the FREEDOM OF MOVEMENT: Run, jump, climb and feel the thrill of the leap of faith on your mobile screen!
- Achieve an infinity of QUESTS, unlock new locations and hundreds of items.
- PLAY HOW YOU WANT TO with simple tap-to-move, dual virtual stick controls or with a gamepad.



THE TECHNICAL EXCELLENCE OF THE ASSASSIN'S CREED GAMES!
- The Unity game engine brings STUNNING GRAPHICS through amazing custom-made HD textures, shaders, and models to your screen.
- Every place you visit in the ITALIAN RENAISSANCE will be an open map for you to explore: Santa Croce Area in Firenze, the Colosseum area in Roma etc. 


**ASSASSIN’S CREED** is one of the most popular franchise of all time. Its success has been built through years with famous titles such as Assassin’s Creed Syndicate, Assassin’s Creed Unity, Assassin’s Creed Black Flag etc. 

This game is available in: English, French, Italian, German, Spanish, Russian, Simplified Chinese,  Brazilian, Japanese and Korean. 

Are you a fan of ASSASSIN’S CREED IDENTITY? Like us on Facebook or follow us on Twitter to get the latest news:
https://www.facebook.com/AssassinsCreedIdentity 
https://twitter.com/acidentity/"
125,My Emma :),"Are YOU ready to be a parent? Do you have what it takes to adopt your very own baby? 
Meet Emma! Take care of her and watch her grow up into a beautiful girl! Feed, bathe, dress her up & more! How will YOU take care of Emma? 


* Adopt Emma and give her a name!
* Feed and take care of Emma!
* Play mini games and collect coins!
* Dress up and style Emma!
* Dance with Emma at the new Ballet Studio!
* Try out new outfits, shoes & accessories!
* Bathe and clean Emma!
* Pamper Emma like a princess at the all new spa!
* Style Emma’s hair at the hair salon! 
* Tuck Emma into bed!
* Treat Emma with special doctor tools!
* Grow fruit and vegetables in the garden!
* Unlock achievements and awesome prizes!
* Earn parenting awards as you care for Emma!

ABOUT US
Crazy Labs is a casual games brand, under which TabTale develops and publishes fun and addictive games. Crazy Labs partners with independent development studios across the globe to create engaging mobile content for audiences of all ages. 
Like us: https://www.facebook.com/crazylabsgames
Watch us: http://www.youtube.com/Tabtale
Visit us: http://tabtale.com/
Follow us:@CrazyLabsGames

CONTACT US 
Let us know what you think! Questions? Suggestions? Technical Support? Contact us 24/7 at Talk2Us@Crazy-Labs.com.

PRIVACY:
* This App is free to play but certain in-game items may require payment. You may restrict in-app purchases by disabling them on your device.
* By downloading this App you agree to TabTale’s Privacy Policy and Terms of Use at  http://tabtale.com/privacy-policy/ and at http://tabtale.com/terms-of-use/.
This App may include third parties services, such as ad networks and analytics, and may contain social media links that allow users communicate with others. Collection and use of data are subject to TabTale's Privacy Policy."
126,Need for Speed™ No Limits,"Race for dominance in the first white-knuckle edition of Need for Speed made just for mobile – from the developer that brought you Real Racing 3. 
Build your dream ride with an unbelievable range of cars and customizations. Launch yourself between chaos and control as you hit the pedal and roll into underground car culture. Win races, up your rep, then kick into more races, more customizations, and more cars. Make your choices and never look back.

This app offers in app purchases. You may disable in app purchases using your device settings.

CUSTOMIZE EXTREME RIDES
Pick up the real-world cars you’ve always wanted, from the Subaru BRZ to the BMW M4, McLaren 650s, Porsche 911, and more. Then trick them out with the hottest customization system on mobile, from spots like the Mod Shop and the Black Market, giving you over 2.5 million custom combos to play with. Your rides are waiting – take them to the stages or streets to go head-to-head versus the competition and prove yourself. 

DRIVE FAST – AND FEARLESS 
Steer onto the streets of Blackridge, driving reckless and juiced as sparks fly. Accelerate over jumps and around debris, into traffic, against walls, and through high-speed Nitro Zones. Flip on the nitrous and thrust yourself into another level of adrenaline-fueled driving and drifting. Around every corner is a fresh race as you clash with local crews and local cops. It’s a world full of wannabe drivers – can you stay in front and earn respect? 

RACE TO WIN
Never back down as you race anyone crazy enough to take you on, leave them gapped, and increase your rep. Dig, drift, drag, and roll your ride to wins with police on your tail, hitting each inch of the map hard by the time you reach the big end. Burn rubber in over 1,000 challenging races – and that’s just the starting line. Be notorious, own the streets, and score the world’s best cars. Because one ride is never enough!

---------------------
User Agreement: terms.ea.com
Visit https://help.ea.com/ for assistance or inquiries. 

EA may retire online features and services after 30 days’ notice posted on www.ea.com/1/service-updates

Important Consumer Information: 
This app: requires a persistent Internet connection (network fees may apply); Requires acceptance of EA’s Privacy & Cookie Policy and User Agreement. includes in-game advertising; collects data through third party analytics technology (see Privacy & Cookie Policy for details); contains direct links to the Internet and social networking sites intended for an audience over 13."
127,Earn to Die 2,"Drive your car through a zombie apocalypse in this massive follow-up to the chart-topping hit Earn to Die!

An evacuation ship is waiting on the other side of the country. The only thing that stands in your way: city after city overrun by zombies . With only a run-down car and a small amount of cash you face a familiar situation... to drive through hordes of zombies in order to survive!

BRAND NEW STORY MODE
Earn to Die 2 introduces a massive new Story Mode, five times longer than its predecessor. The game departs its familiar desert setting and delves into the depths of cities infested by zombies. 

MULTI-TIERED LEVELS:
Levels are now multi-tiered! Drive across decayed highway overpasses, via underground tunnels, or smash through epic zombie filled factories. Whichever path you choose to take, you won't be able to escape the zombie hordes - your only choice is to smash through them!

BUILD A ZOMBIE-SLAUGHTERING MACHINE
Unlock and upgrade 10 different vehicles, including a sports car, a fire truck, and even an ice-cream van. Each vehicle can be equipped with a range of upgrades, such as armored frames, roof-mounted guns, boosters and more. Those zombies will stand no chance.

DESTRUCTIBLE VEHICLES
Vehicles are now fully destructible. Hang on for your life as your vehicle gets smashed to smithereens if you aren't too careful.

MORE ZOMBIES. MORE DESTRUCTION. MORE MAYHEM.
What are you waiting for? That rescue ship isn't going to wait forever! Prepare yourself for a wild ride - and seriously, there is nothing like smashing through zombie-filled factories!"
128,MARVEL Contest of Champions,"Prepare for epic versus-fighting action with your favorite Marvel Super Heroes & Super Villains in the ultimate cosmic showdown! Spider-Man, Iron Man, Wolverine & more await your summons to battle! Assemble a team & begin your quest to become the Ultimate Marvel Champion!

WELCOME TO THE CONTEST:
Captain America vs. Iron Man! Hulk vs. Wolverine! Spider-Man vs. Deadpool! The greatest battles in Marvel history are in your hands! The greedy Elder of the Universe known as The Collector has summoned you to a brawl of epic proportions against a line-up of vile villains including Thanos, Kang the Conqueror, and many more! Experience the ultimate free-to-play fighting game on your mobile device…Marvel Contest of Champions!
 
SUIT UP WITH FRIENDS:
• Team up with your friends and other Summoners to build the strongest Alliance
• Strategize with your alliance, help them keep their Champions in the fight
• Battle to the top in Alliance Events and take on Alliance Quest Series together in specially designed quest maps to earn exclusive Alliance rewards
• Test your Alliance’s mettle by battling it out with Alliances from around the world in Alliance Wars!
 
BUILD YOUR ULTIMATE TEAM OF CHAMPIONS:
• Assemble a mighty team of heroes and villains (choosing Champions such as: Iron Man, Hulk, Wolverine, Storm, Star-Lord, Gamora, Spider-Man, Deadpool, Magneto and Winter Soldier)
• Embark on quests to defeat Kang and Thanos and face the challenge of a mysterious new super powerful cosmic competitor, ultimately to prevent the total destruction of The Marvel Universe
• Improve your team’s offense and defense with multiple Mastery trees
 
COLLECT THE MIGHTIEST SUPER HEROES (AND VILLAINS!):
• Collect, level up, and manage your teams of heroes and villains wisely to receive synergy bonuses based upon team affiliation and relationships taken from the pages of Marvel Comics
• Pairing up Black Panther and Storm or Cyclops and Wolverine for bonuses, or making a team of Guardians of the Galaxy for a team affiliation bonus
• The more powerful the Champion, the better their stats, abilities and special moves will be
• New Champions are being added to The Contest all the time!
 
QUEST AND BATTLE:
• Journey through an exciting storyline in classic Marvel storytelling fashion
• Fight it out with a huge array of heroes and villains in iconic locations spanning the Marvel Universe such as: Avengers Tower, Oscorp, The Kyln, Wakanda, The Savage Land, Asgard, the S.H.I.E.L.D. Helicarrier, and more!
• Explore dynamic quest maps and engage in a healthy dose of action-packed fighting utilizing controls developed specifically for the mobile platform

This app may require access to your camera
 
Like us on Facebook: www.facebook.com/MarvelContestofChampions
Subscribe on YouTube: www.youtube.com/MarvelChampions
Follow us on Twitter: www.twitter.com/MarvelChampions
Follow us on Instagram: www.instagram.com/marvelchampions
www.playcontestofchampions.com"
